TeamName,ObservationDate,RivalTeam,Attack,Midfield,Defence,TransferBudget,Defensive Style,DefensiveWidth,Depth,Offensive Style,Width,Players In Box,Corners,Free Kicks,Captain,Short Free Kick,Long Free Kick,Penalties,Left Corner,Right Corner,TeamRoster,LoanedPlayers
Stade Rennais,"April 25, 2022",FC Nantes,78,76,76,14000000,Balanced,50,50,Balanced,50,3,3,3,Traoré,Bourigeaud,Bourigeaud,Laborde,Bourigeaud,Bourigeaud,"['Alfred Gomis', 'Hamari Traoré', 'Warmed Omari', 'Nayef Aguerd', 'Birger Meling', 'Baptiste Santamaria', 'Lovro Majer', 'Flavien Tait', 'Benjamin Bourigeaud', 'Gaëtan Laborde', 'Martin Terrier', 'Jonas Martin', 'Lesley Ugochukwu', 'Adrien Truffert', 'Loïc Badé', 'Doğan Alemdar', 'Serhou Guirassy', 'Kamaldeen Sulemana', 'Lorenz Assignon', 'Romain Salin', 'Pépé Bonet', 'Jérémy Doku', 'Jérémy Gélin', 'Andy Diouf']","['James Léa Siliki', 'Wiedwald Gboho', 'Junior Kadile']"
Real Betis Balompié,"April 11, 2022",Sevilla FC,79,80,78,16000000,Press After Possession Loss,60,70,Balanced,60,7,3,3,Guardado,Fekir,Canales,,Fekir,Fekir,"['Rui Silva', 'Héctor Bellerín MorunoL', 'Germán Pezzella', 'Bartra', 'L. Miranda', 'William Carvalho', 'Andrés Guardado', 'Canales', 'Juanmi', 'Nabil Fekir', 'Guido Rodríguez', 'Víctor Ruiz', 'Miranda', 'Montoya', 'Claudio Bravo', 'Willian JoséL', 'Joaquín', 'Spajić Sabaly', 'Edgar', 'Cristian Tello', 'Diego Lainez', 'Aitor Ruibal', 'Camarasa', 'Paul Akouokou', 'Rodri', 'Alex Pérez Fekir', 'Kike Hermoso', 'Raúl García', 'Juan Cruz', 'José Lara', 'Gonçalo CardosoL', 'Joel Robles']","['Loren', 'Dani Martín', 'Rober']"
Udinese,"April 21, 2022",Sampdoria,75,73,74,8000000,Balanced,60,50,Long Ball,70,3,3,3,Pereyra,Pereyra,Pereyra,Deulofeu,Pereyra,Arslan,"['Marco Silvestri', 'Rodrigo Becão', 'Bram Nuytinck', 'Nehuén PérezL', 'Tolgay Arslan', 'Walace', 'Nahuel Molina', 'Roberto Pereyra', 'Destiny Iyenoma UdogieL', 'Deulofeu', 'BetoL', 'Ignacio PussettoL', 'Isaac Success', 'Jean-Victor Makengo', 'Jens Stryger Larsen', 'Daniele Padelli', 'Pablo MaríL', 'Filip Benković', 'Ilja Nestorovski', 'Lazar Samardžić', 'Marvin Sura', 'Mato Jajalo', 'Brandon Soppy', 'Petar Mićin']","['Kevin Lasagna', 'Cristo González', 'Felipe Vizeu', 'Mamadou Coulibaly']"
Paris Saint-Germain,"April 11, 2022",Olympique de Marseille,88,82,84,160000000,Press After Possession Loss,60,70,Possession,60,8,3,3,Marquinhos,Messi,Messi,Neymar Jr,Neymar Jr,Neymar Jr,"['Gianluigi Donnarumma', 'Achraf Hakimi', 'Marquinhos', 'Presnel Kimpembe', 'Nuno Alexandre Tavares MendesL', 'Georginio Wijnaldum', 'Danilo Pereira', 'Marco Verratti', 'Lionel Messi', 'Kylian Mbappé', 'Neymar Jr', 'Idrissa Gueye', 'Sergio Ramos', 'Juan Bernat', 'Abdou Diallo', 'Keylor Navas', 'Galani Di María', 'Mauro Icardi', 'Ander Herrera', 'Julian Draxler', 'Thilo Kehrer', 'Colin Dagba', 'Xavi Simons', 'Junior Dina Ebimbe', 'F. Nevarez Michut', 'Layvin Kurzawa', 'Denis Franchi', 'Alexandre Letellier', 'Nathan Bitumazala', 'Ismaël Gharbi', 'Leandro Paredes']","['Pablo Sarabia', 'Alphonse Areola', 'Rafinha', 'Sergio Rico', 'Arnaud Kalimuendo', 'Marcin Bułka', 'Timothée Pembélé', 'Thierno Baldé']"
Southampton,"May 2, 2022",Portsmouth,75,76,76,32500000,Balanced,50,50,Balanced,50,4,3,3,Ward-Prowse,Ward-Prowse,Ward-Prowse,Ward-Prowse,Ward-Prowse,Ward-Prowse,"['Fraser Forster', 'Kyle Walker-Peters', 'Jan Bednarek', 'Mohammed Salisu', 'Romain Perraud', 'Stuart Armstrong', 'James Ward-Prowse', 'Oriol Romeu', 'Mohamed Elyounoussi', 'Ché Adams', 'Armando BrojaL', 'Adam Armstrong', 'Shane Long', 'Theo Walcott', 'Salman F. Valery', 'Alex McCarthy', 'Nathan Redmond', 'Moussa Djenepo', 'Jack Stephens', 'Lyanco', 'Ibrahima Diallo', 'Nathan Tella', 'Tino Livramento', 'Will Smallbone', 'Willy Caballero', 'Harry Lewis', 'Thierry Small', 'Kgaogelo Chauke', 'Oludare Olufunwa', 'Ryan Finnigan']","['Jake Vokins', 'Kayne Ramsay', 'Dan Nlundulu', 'Will Ferry', 'Dynel Simeu', 'Caleb Watts']"
Sevilla FC,"April 21, 2022",Real Betis Balompié,81,81,83,34500000,Pressure On Heavy Touch,70,70,Balanced,80,8,3,3,Jesús Navas,Joan Jordán,Gómez,Rakitić,Acuña,Joan Jordán,"['Abdenasser Bounou', 'Jesús Navas', 'Jules Koundé', 'Diego Carlos', 'Marcos Acuña', 'Thomas Delaney', 'Joan Jordán', 'Ivan Rakitić', 'Lucas Ocampos', 'Anthony MartialL', 'Alejandro Gómez', 'Nemanja Gudelj', 'Gonzalo Montiel', 'Ludwig Augustinsson', 'Karim Rekik', 'Marko Dmitrović', 'Rafa Mir', 'Jesús Corona', 'Vides En-Nesyri', 'Suso', 'Munir', 'Erik Lamela', 'Jayesh Rane', 'Javi Díaz', 'G. Avalos', 'Alfonso Pastor', 'Pablo Pérez', 'Santisteban', 'Iván Romero', 'Pedro Ortiz', 'Carmona', 'Juanlu Sánchez']","['Luuk Rodríguez Serrano', 'Oussama Idrissi', 'Galani', 'Alejandro Pozo Pozo', 'Berrocal', 'Ryan Johansson']"
1. FSV Mainz 05,"April 25, 2022",Eintracht Frankfurt,74,74,75,9000000,Pressure On Heavy Touch,50,60,Long Ball,60,3,3,3,Niakhaté,Widmer,Widmer,Niakhaté,Aarón,Aarón,"['Robin R. Ballivian', 'Silvan Widmer', 'Alexander Hack', 'Stefan Bell', 'Moussa Niakhaté', 'Aarón', 'Jean-Paul Boëtius', 'Anton Stach', 'Lee Jae Sung', 'Jonathan Burkardt', 'Karim Onisiwo', 'Dominik KohrL', 'Paul Nebel', 'Daniel Brosinski', 'David Nemeth', 'Finn Dahmen', 'Marcus IngvartsenL', 'Leandro Barreiro Martins', 'Anderson Lucoqui', 'Jeremiah St. Juste', 'Niklas Tauer', 'Kevin Stöger', 'Delano BurgzorgL', 'Merveille Papela', 'Lasse Rieß', 'Omer Hanin']","['Ronaël Pierre-Gabriel', 'Luca Kilian', 'Edimilson Fernandes', 'Dimitri Lavalée', 'Jonathan Meier', 'Marlon Suliman Mustapha']"
Atlético de Madrid,"April 25, 2022",Real Madrid,85,82,82,68500000,Pressure On Heavy Touch,60,60,Balanced,50,3,3,3,Koke,Suárez,Koke,Suárez,Koke,Koke,"['Jan Oblak', 'Marcos Llorente', 'Stefan Savić', 'José María Giménez', 'Reinildo', 'C. Huerta Correa', 'Héctor Herrera', 'Koke', 'Renan Lodi', 'Luis Suárez', 'Antoine GriezmannL', 'Rodrigo Javier De Paul', 'Thomas Lemar', 'Felipe', 'W. Corozo Vrsaljko', 'Benjamin LecomteL', 'João Félix', 'Lacerda Carrasco', 'Mario Hermoso Canseco', 'Daniel Wass', 'Matheus Cunha', 'Geoffrey Kondogbia', 'Giuliano Simeone', 'Camus', 'Alejandro Iturbe Encabo', 'Alberto Moreno', 'Javier Serrano Martínez', 'Fran González', 'Sergio Guerrero Romero']","['Morata', 'Saúl', 'Santiago Arias', 'Vitolo', 'Ivo Grbić', 'Nehuén Pérez', 'Manu Sánchez', 'Marcos Paulo', 'Mollejo', 'Borja Garcés', 'Sergio Camello', 'Juan Manuel Sanabria']"
Rayo Vallecano,"April 21, 2022",CD Leganés,75,74,73,3300000,Balanced,60,70,Balanced,60,7,3,3,Trejo,Trejo,Trejo,Trejo,Trejo,Trejo,"['Stole Dimitrievski', 'Iván Balliu', 'Mario Suárez', 'Catena', 'Fran García', 'Santi Comesaña', 'Yesid', 'Isi', 'Tsvetkov', 'Galani Trejo', 'Sergi GuardiolaL', 'Kévin RodriguesL', 'Bebé', 'Nikola MarašL', 'Esteban Saveljich', 'Luca Inpyo', 'Falcao', 'MerquelanzL', 'Unai López', 'Randy Nteka', 'Pathé Ciss', 'Mamadou SyllaL', 'Mario Hernández Fernández', 'Iker Recio', 'De Tomás', 'Arratia', 'Manu Navarro']","['Andrés Martín', 'Joni Montiel', 'Martín', 'Sergio Moreno', 'Miguel Ángel Morro Muñoz']"
FC Augsburg,"April 25, 2022",Bayern München,74,75,71,9500000,Balanced,50,50,Balanced,60,3,3,3,Dorsch,Gregoritsch,Caligiuri,Gregoritsch,Maier,Maier,"['Rafał Gikiewicz', 'Felix Uduokhai', 'Reece Oxford', 'Frederik Winther', 'Daniel Caligiuri', 'Arne MaierL', 'Niklas Dorsch', 'Iago', 'André Hahn', 'Ruben Vargas', 'Michael Gregoritsch', 'Carlos Gruezo', 'Jan Morávek', 'Robert Gumny', 'Mads Pedersen', 'Tomáš Koubek', 'Florian Niederlechner', 'Ricardo Pepi', 'Alfreð Finnbogason', 'Raphael Framberger', 'Andi Mrčela', 'Fredrik Jensen', 'Lasse Günther', 'Noah Joel Sarenren Bazee', 'Tobias Strobl', 'Daniel Klein', 'Tim Civeja', 'Dominic Schmidt', 'Felix Schwarzholz', 'Dion Berisha', 'Jeffrey Gouweleeuw']","['Sergio Córdova', 'Felix Götze', 'Maurice Malone', 'Jozo Stanić', 'Lukas Petkov', 'Benjamin Leneis']"
Eintracht Frankfurt,"April 21, 2022",1. FSV Mainz 05,77,76,77,25000000,Balanced,60,50,Balanced,60,5,3,3,Rode,Kostić,Kostić,Kostić,Kamada,Kostić,"['Kevin Trapp', 'Tuta', 'Martin Hinteregger', 'Evan Ndicka', 'Ansgar KnauffL', 'Djibril Sow', 'Sebastian Rode', 'Filip Kostić', 'Jesper Lindstrøm', 'Daichi Kamada', 'Rafael Santos Borré', 'Makoto Hasebe', 'Kristijan JakićL', 'Ajdin Hrustić', 'Danny Aramide', 'Jens Grahl', 'Gonçalo Paciência', 'Jens Petter HaugeL', 'Christopher Lenz', 'Ragnar Ache', 'Erik Durm', 'Sam LammersL', 'Diant Ramaj', 'Almamy Touré', 'Stefan Ilsanker', 'Timmy Chandler', 'Aymen Barkok', 'Gianluca Schäfer', 'Jan Schröder']","['Dominik Kohr', 'Ali Akman', 'Igor Matanović', 'Fynn Otto', 'Elias Bördner', 'Martin Pečar']"
Olympique de Marseille,"April 21, 2022",Paris Saint-Germain,79,78,76,14000000,Balanced,60,60,Balanced,60,8,3,3,Payet,Payet,Payet,Payet,Payet,Payet,"['Pau López', 'Valentin Rongier', 'William SalibaL', 'Duje Santos Oliveira', 'Luan Peres', 'Boubacar Kamara', 'Mattéo GuendouziL', 'Gerson', 'Cengiz McKinstry', 'Arkadiusz MilikL', 'Dimitri Payet', 'Pape Gueye', 'Amine HaritL', 'Sead Kolašinac', 'Pol Lirola', 'Steve Mandanda', 'Cédric Bakambu', 'Bamba Dieng', 'Konrad Schuck Friedrich', 'Luis Henrique', 'Ugo Bertelli', 'Salim Ben Seghir', 'Cheick Souaré', 'M. Morro', 'Daouda Gueye', 'Oussama Targhalline', 'Bilal Nadir', 'Franco Tongya', 'Aaron Kamardin', 'Esey Gebreyesus', 'Paolo Sciortino', 'Simon Ngapandouetnbu', 'Leonardo Balerdi']","['Kevin Strootman', 'Nemanja Radonjić', 'Jordan Amavi', 'Lucas Perrin']"
Chelsea,"April 25, 2022",Arsenal,83,86,83,85000000,Balanced,60,70,Possession,60,6,3,3,Jorginho,Mount,Mount,Jorginho,Mount,Mount,"['Grosso Mendy', 'Reece James', 'Andreas Christensen', 'Thiago Silva', 'Antonio Rüdiger', 'Marcos Alonso', ""N'Golo Kanté"", 'Jorginho', 'Mason Mount', 'Kai Havertz', 'Timo Werner', 'Romelu Lukaku', 'Hakim João Vitor', 'Mateo Kovačić', 'Azpilicueta', 'Kepa', 'Christian Pulisic', 'Callum Hudson-Odoi', 'SaúlL', 'Trevoh Chalobah', 'Ruben Loftus-Cheek', 'Malang Sarr', 'Ben Chilwell', 'Ross Barkley', 'Marcus Bettinelli', 'Lucas Bergström', 'Harvey Vale', 'George McEachran', 'Thierno Ballo', 'Lewis Hall', 'Josh Brooking', 'Sam McClelland', 'Kenedy']","['Conor Gallagher', 'Michy Batshuayi', 'Emerson', 'Tiemoué Bakayoko', 'Armando Broja', 'Matt Miazga', 'Billy Gilmour', 'Baba Rahman', 'Ethan Ampadu', 'Jake Clarke-Salter', 'Levi Colwill', 'Ian Maatsen']"
Borussia M'gladbach,"April 21, 2022",1. FC Köln,78,78,77,25000000,Pressure On Heavy Touch,60,60,Balanced,60,7,3,3,Sommer,Plea,Ginter,Plea,Hofmann,Hofmann,"['Wiedwald Sommer', 'Matthias Ginter', 'Nico Elvedi', 'Jordan Beyer', 'Stefan Lainer', 'Kouadio Manu Koné', 'Florian Neuhaus', 'Ramy Bensebaini', 'Jonas Hofmann', 'Alassane Plea', 'Breel Embolo', 'Christoph Kramer', 'Patrick Herrmann', 'Marvin Friedrich', 'Joe Scally', 'Tobias Sippel', 'Lars Stindl', 'Marcus Thuram', 'Keanan Bennetts', 'Luca Netz', 'Tony Jantschke', 'Jan Olschowsky', 'László Bénes', 'Mamadou Doucouré', 'Sander Christiansen', 'Jacob Italiano', 'Kaan Kurt', 'Mika Schroers', 'Conor Noß', 'Jonas Kersken']","['Hannes Wolf', 'Moritz Nicolas', 'Andreas Poulsen', 'Rocco Reitz', 'Torben Müsel']"
Real Madrid,"April 11, 2022",FC Barcelona,84,86,83,150000000,Balanced,50,70,Possession,50,6,3,3,Benzema,Alaba,Alaba,Benzema,Alaba,Alaba,"['Thibaut Courtois', 'Carvajal', 'Franciszek', 'David Alaba', 'Ferland Mendy', 'Casemiro', 'Luka Modrić', 'Toni Kroos', 'Karim Benzema', 'Marco Asensio', 'Vinícius Jr.', 'Federico Valverde', 'Eduardo Camavinga', 'Nacho Fernández', 'Lucas Vázquez', 'Andriy Lunin', 'Eden Hazard', 'Rodrygo', 'Marcelo', 'Gareth Bale', 'Isco', 'Luka Jović', 'Dani Ceballos', 'Mariano', 'Vallejo', 'Blanco', 'Marvin', 'Miguel', 'Arribas', 'Takuhiro Nakai', 'Luis López']","['Brahim', 'Odriozola', 'Takefusa Kubo', 'Borja Mayoral', 'Víctor Chust García', 'Reinier', 'Altube', 'Guerrero']"
Clermont Foot,"April 11, 2022",AS Saint-Étienne,72,71,72,4500000,Pressure On Heavy Touch,60,60,Possession,60,4,3,3,Ogier,Berthomier,Berthomier,Bayo,Berthomier,Berthomier,"['Ouparine Djoco', 'Akim Sehnaj', 'Cédric Hountondji', 'Florent Ogier', 'Vital Nsimba', 'Salis Abdul Samed', 'Johan Gastien', 'Lucas Da CunhaL', 'Elbasan Rashani', 'Jason Berthomier', 'Mohamed Bayo', 'Jim Allevinah', 'Marras Magnin', 'Jean-Claude Billong', 'Alidu Seidu', 'Arthur Desmas', 'Pierre-Yves HamelL', 'Jodel Dossou', 'Arial Mendy', 'Grejohn Kyei', 'Josué Albert', 'Naël Jaby', 'Jérôme Phojo', 'Lucas Margueron']","['Till Cissokho', 'Julien Boyer']"
Hertha BSC,"April 25, 2022",1. FC Union Berlin,76,75,74,60000000,Balanced,50,40,Balanced,50,4,3,3,Boyata,Plattenhardt,Plattenhardt,Belfodil,Darida,Plattenhardt,"['Alexander Schwolow', 'Peter Pekarík', 'Dedryck Boyata', 'Marc-Oliver Kempf', 'Marvin Plattenhardt', 'Niklas Stark', 'Vladimír Darida', 'Lucas Tousart', 'Santiago Ascacíbar', 'Suat Serdar', 'Ishak Belfodil', 'Stevan Jovetić', 'Marco Richter', 'Maximilian Mittelstädt', 'Fredrik Andre Bjørkan', 'Rune Almenning Jarstein', 'Davie Selke', 'Kevin-Prince Boateng', 'Lee Dong Jun', 'Myziane Maolida', 'Oliver Christensen', 'Jurgen Ekkelenkamp', 'Lukas Klünter', 'Márton Dárdai', 'Nils Körber', 'Ruwen Werthmüller', 'Jonas Michelbrink', 'Anton Kade', 'Kélian Nsona']","['Omar Alderete', 'Arne Maier', 'Krzysztof Piątek', 'Dodi Lukébakio', 'Jordan Torunarigha', 'Deyovaisio E. Caicedo', 'Javairô Dilrosun', 'Eduard Löwen', 'Jessic Ngankam', 'Daishawn Redan']"
Leicester City,"April 25, 2022",Nottingham Forest,80,81,79,50000000,Balanced,50,50,Balanced,60,4,3,3,Schmeichel,Maddison,Maddison,Tielemans,Maddison,Maddison,"['Kasper Schmeichel', 'Ricardo Pereira', 'Wesley Fofana', 'Mahdy Söyüncü', 'Luke Thomas', 'Valdez Chamorro Tielemans', 'Wilfred Ndidi', 'Ademola LookmanL', 'Harvey Barnes', 'James Maddison', 'Patson Daka', 'Kelechi Iheanacho', 'Timothy Castagne', 'James Justin', 'Daniel Amartey', 'Danny Ward', 'Boubakary Soumaré', 'Kiernan Dewsbury-Hall', 'Ayoze Pérez', 'Marc Albrighton', 'Nampalys Mendy', 'Jonny Evans', 'Jamie Vardy', 'Ryan Bertrand', 'Jannik Vestergaard', 'Hamza Choudhury', 'Eldin Jakupović', 'Callum Hulme', 'Thanawat Suengchitthawon', 'Lewis Brunt']","['Dennis Praet', 'Daniel Iversen', 'George Hirst', 'Callum Wright', 'Josh Eppiah', 'Tyrese Shade', 'Vontae Daley-Campbell']"
Everton,"April 11, 2022",Liverpool,78,78,77,49000000,Balanced,50,50,Balanced,60,3,3,3,Coleman,Gordon,Gordon,Calvert-Lewin,Gordon,Gordon,"['Jordan Pickford', 'Séamus Coleman', 'Ben Godfrey', 'Michael Keane', 'Vitaliy Mykolenko', 'Allan', 'Abdoulaye Doucouré', 'Donny ChloëL', 'Anthony Gordon', 'Dominic Calvert-Lewin', 'Richarlison', 'Salomón Rondón', 'Andros Townsend', 'Alex Iwobi', 'Mason Holgate', 'Asmir Begović', 'Dele Alli', 'Demarai Gray', 'Anwar El GhaziL', 'André Gomes', 'Tom Davies', 'Fabian Delph', 'Pucciarelli Mina', 'Jarrad Branthwaite', 'Jonjoe Kenny', 'Cenk Tosun', 'Nathan Patterson', 'Lewis Dobbin', 'Gylfi Sigurðsson', 'Kyle John', 'Andy Lonergan', 'Tyler Onyango', 'Ryan Astley']","['Moise Kean', 'João Virgínia', 'Ellis Simms', 'Nathan Broadhead', 'Niels Nkounkou', 'Lewis Gibson']"
VfL Bochum,"April 25, 2022",FC Schalke 04,72,71,73,3300000,Balanced,40,60,Balanced,70,5,3,3,Losilla,Löwen,Löwen,Polter,Löwen,Löwen,"['Manuel Riemann', 'Cristian Gamboa', 'Armel Bella Kotchap', 'Maxim Leitsch', 'Danilo', 'Anthony Losilla', 'Takuma Asano', 'Elvis RexhbeçajL', 'Eduard LöwenL', 'Gerrit Holtmann', 'Sebastian Polter', 'Miloš Pantović', 'Patrick Osterhage', 'Konstantinos StafylidisL', 'Erhan Mašović', 'Michael Esser', 'Simon V.Gheorghe', 'Christopher Antwi-Adjei', 'Robert Tesche', 'Saulo Decarli', 'Danny Blum', 'Vassilios Lampropoulos', 'Herbert Bockhorn', 'Jürgen Locadia', 'Tarsis Bonga', 'Tom Weilandt', 'Tjark Ernst', 'Paul Grave', 'Luis Hartwig']",['Silvère Ganvoula']
RCD Mallorca,"April 11, 2022",Villarreal CF,75,74,75,2800000,Drop Back,50,50,Balanced,60,3,3,3,Dani Rodríguez,Salva Sevilla,Salva Sevilla,Dani Rodríguez,Dani Rodríguez,Dani Rodríguez,"['Sergio RicoL', 'Pablo MaffeoL', 'Martin Valjent', 'Raillo', 'Jaume Vicent Costa Jordá', 'Iddrisu Baba', 'Salva Sevilla', 'Antonio Sánchez', 'Dani Rodríguez', 'Kang In Lee', 'Vedat MuriqiL', 'Clément Grenier', 'Ruiz de Galarreta', 'Franco Russo', 'Brian Oliván', 'Manolo Reina', 'Galani', 'Takefusa KuboL', 'Amath Ndiaye', 'Rodrigo BattagliaL', 'Fer NiñoL', 'Giovanni González', 'Dominik Greif', 'Abdón Prats', 'Aleksandar Sedlar', 'Matthew Hoppe', 'Leo Román', 'Pep Gayà', 'Pablo Gálvez', 'Llabrés', 'Ibrahim Diabate']","['Lago Júnior', 'Braian Cufré', 'Aleix Febas', 'Jordi Mboula', 'Alex Alegría']"
Sampdoria,"April 11, 2022",Genoa,77,75,73,12000000,Balanced,50,60,Long Ball,50,6,3,3,Quagliarella,Candreva,Candreva,Caputo,Candreva,Candreva,"['Emil Audero', 'Bartosz Bereszyński', 'Maya Rolán', 'Omar Colley', 'Tommaso Augello', 'Tomás Rincón', 'Antonio Candreva', 'Morten Thorsby', 'Stefano SensiL', 'Fabio Quagliarella', 'Francesco CaputoL', 'Albin Ekdal', 'Kristoffer Askildsen', 'Andrea Conti', 'Alex Ferrari', 'Wladimiro Falcone', 'Vladyslav SupriahaL', 'Sebastian Giovinco', 'Giangiacomo MagnaniL', 'Nicola Murru', 'Ronaldo Vieira', 'Mikkel Damsgaard', 'Manolo Gabbiadini', 'Nicola Ravaglia']","['Jeison Murillo', 'Gianluca Caprari', 'Valerio Verre', 'Fabio Depaoli', 'Federico Bonazzoli', 'Julian Chabot']"
Fiorentina,"April 11, 2022",Juventus,76,77,77,25000000,Balanced,40,50,Balanced,60,8,3,3,Biraghi,Bonaventura,Bonaventura,Biraghi,Biraghi,González,"['Pietro Terracciano', 'OdriozolaL', 'Nikola Milenković', 'Lucas Martínez Quarta', 'Cristiano Biraghi', 'Giacomo Bonaventura', 'Lucas TorreiraL', 'Alfred Duncan', 'Nicolás González', 'Krzysztof PiątekL', 'Riccardo Sottil', 'José Callejón', 'Riccardo Saponara', 'Jonathan Ikoné', 'Gaetano Castrovilli', 'Bartłomiej Drągowski', 'Arthur Cabral', 'Igor', 'Sofyan Amrabat', 'Lorenzo Venuti', 'Aleksa Terzić', 'Matija Nastasić', 'R. Castro Maleh', 'Antonio Rosati', 'Alexandr Kokorin', 'Louis Munteanu']","['Federico Chiesa', 'Erick Pulgar', 'Jacob Rasmussen', 'Christian Kouamé', 'Szymon Alan B.', 'Marco Benassi', 'Luca Ranieri']"
Leeds United,"April 11, 2022",Huddersfield Town,78,77,75,32500000,Press After Possession Loss,60,60,Possession,50,4,3,3,Cooper,Raphinha,Raphinha,Bamford,Dallas,Raphinha,"['Illan Meslier', 'Luke Ayling', 'Diego Llorente', 'Liam Cooper', 'Junior Firpo', 'Mateusz Klich', 'Stuart Dallas', 'Raphinha', 'Daniel James', 'Rodrigo', 'Patrick Bamford', 'Joe Gelhardt', 'Adam Forshaw', 'Robin Koch', 'Pascal Struijk', 'Kristoffer Klaesson', 'Jack Harrison', 'Tyler Roberts', 'Leo Hjelde', 'Jack Jenkins', 'Crysencio Summerville', 'Lewis Bate', 'Kalvin Phillips', 'Jamie Shackleton', 'Charlie Cresswell', 'Sam Greenwood', 'Amari Miller', 'Dani Luis Felipe']","['Hélder Costa', 'Francisco Casilla Cortés', 'Ian Poveda', 'Cody Drameh', 'Mateusz Bogusz', 'Laurens De Bock', 'Leif Davis', 'Alfie McCalmont', 'Ryan Edmondson']"
1. FC Union Berlin,"April 11, 2022",Hertha BSC,73,73,73,6500000,Balanced,40,40,Long Ball,70,4,3,3,Trimmel,Trimmel,Trimmel,Awoniyi,Trimmel,Trimmel,"['Andreas Luthe', 'Christopher Trimmel', 'Timo BaumgartlL', 'Robin Knoche', 'Dominique Heintz', 'Niko Gießelmann', 'Genki Haraguchi', 'Rani Khedira', 'Grischa Prömel', 'Sheraldo Becker', 'Taiwo Awoniyi', 'Sven Michel', 'Levin Boahene', 'Paul Jaeckel', 'Frederik Rønnow', 'Andreas Voglsammer', 'Kevin Behrens', 'Kevin Möhwald', 'Julian Ryerson', 'Keita Endo', 'Laurenz Dehl', 'András Schäfer', 'Anthony Ujah', 'Mathis Bruns', 'Jakob Busk', 'Suleiman Abdullahi']","['Marcus Ingvartsen', 'Paweł Wszołek', 'Rick Ivanildo Fernandes', 'Tymoteusz Puchacz', 'Lennart Moser', 'Leon Dajaku', 'Tim Maciejewski']"
Southampton,"April 25, 2022",Portsmouth,75,77,76,32500000,Balanced,50,50,Balanced,50,4,3,3,Ward-Prowse,Ward-Prowse,Ward-Prowse,Ward-Prowse,Ward-Prowse,Ward-Prowse,"['Fraser Forster', 'Tino Livramento', 'Jan Bednarek', 'Mohammed Salisu', 'Kyle Walker-Peters', 'Stuart Armstrong', 'James Ward-Prowse', 'Oriol Romeu', 'Mohamed Elyounoussi', 'Ché Adams', 'Armando BrojaL', 'Adam Armstrong', 'Shane Long', 'Theo Walcott', 'Romain Perraud', 'Alex McCarthy', 'Nathan Redmond', 'Moussa Djenepo', 'Jack Stephens', 'NSakala Valery', 'Ibrahima Diallo', 'Lyanco', 'Nathan Tella', 'Will Smallbone', 'Willy Caballero', 'Harry Lewis', 'Thierry Small', 'Kgaogelo Chauke', 'Oludare Olufunwa', 'Ryan Finnigan']","['Jake Vokins', 'Kayne Ramsay', 'Dan Nlundulu', 'Will Ferry', 'Dynel Simeu', 'Caleb Watts']"
1. FC Köln,"April 25, 2022",Borussia M'gladbach,75,75,74,12500000,Press After Possession Loss,50,60,Long Ball,70,6,3,3,Hector,Uth,Hector,Uth,Kainz,Kainz,"['Marvin Schwäbe', 'Benno Schmitz', 'Luca KilianL', 'Timo Hübers', 'Jonas Hector', 'Ellyes Skhiri', 'Salih R. Sanchez', 'Dejan Ljubicic', 'Florian Kainz', 'Mark Uth', 'Anthony Modeste', 'Ondrej Duda', 'Louis Schaub', 'Kingsley Ehizibue', 'Julian ChabotL', 'Timo Horn', 'Sebastian Andersson', 'Kingsley Schindler', 'Jan Thielmann', 'Tim Lemperle', 'Jannes Horn', 'Tomáš Ostrák', 'Marvin Obuz', 'Mathias Olesen', 'Jonas Urbig', 'Matthias Köbbing', 'Niklas Hauptmann']","['Dimitris Limnios', 'Noah Katterbach', 'Leon Schneider']"
Athletic Club de Bilbao,"April 25, 2022",Real Sociedad,78,78,79,18500000,Balanced,50,50,Long Ball,70,4,3,3,Muniain,Muniain,Iñigo Martínez,Muniain,Muniain,Ivanildo Jorge,"['Unai Simón', 'De Marcos', 'Vivian', 'Iñigo Martínez', 'S.Dursun', 'Ivanildo Jorge', 'Unai Vencedor', 'Vesga', 'Muniain', 'Sancet', 'Iñaki Williams', 'Capa', 'Inui', 'Balenziaga', 'Lekue', 'Agirrezabala', 'Raúl García', 'Dani García', 'Unai Núñez', 'Villalibre', 'Silva Almeida', 'Nico Williams', 'S. Opsahl', 'Nico Serrano', 'Beñat Prados Díaz', 'Jokin Ezkieta Mendiburu', 'Sillero', 'Aitor Paredes', 'Unai Rementería CastroL']","['Córdoba', 'Jon Morcillo', 'Iñigo Vicente', 'Nolaskoain', 'Imanol']"
